"Region","Zone","Type","Year","Season","Month","Day","Hour","Latitude","Longitude","Altitude","t2m","ws","wd","tp","blh","ssr","CVD60","no2","o3","so2","co","pm10","pm2.5"
"West Midlands","Greater London Urban Area","Background Urban","1985","Summer","02","28","11",52.092769823549,-3.15109561855866,72.4640840480054,272.395123742841,2.86690104626956,110.779755589226,-0.00185336692352777,616.932925930278,2377609.87184332,0.217143425146075,76.3444700091552,17.7387483012806,13.8033996014026,1.44202485448707,36.4759425636898,18.6383391718353
"South West","Greater Manchester Urban Area","Traffic Urban","1992","Winter","12","30","14",52.1102158406249,-0.265098591828267,125.773759197331,273.572478764368,3.20022250995981,124.906365440018,-0.00129930425165201,572.470412504601,1073585.61052106,0.133536996274976,76.278606368566,17.743069701431,13.8234231020642,1.43431254056924,36.4736656428841,18.6416189731978
"East Midlands","Greater London Urban Area","Background Urban","1990","Winter","08","20","04",53.4654239743912,-0.630745747465585,-15.8693943546013,289.250027754831,9.32799919741203,290.669814279608,0.000284063575820337,1050.28038001731,-17.0289614689008,0.154064325599488,69.7019357138719,13.3700637077872,5.94196670138712,1.85322217504544,36.4821659835778,18.6398615356278
"North West","Greater London Urban Area","Background Urban","1989","Fall","08","19","05",51.8037785307475,-2.24483505911872,81.3791765737458,287.181368096862,2.60384907077361,207.240641598932,-0.000645202743589382,302.037686765963,85769.0414307473,0.201058108003852,85.4999164126386,17.7399547629511,13.8110895390958,1.45459374083741,36.4757878618786,18.6382580216254
"West Midlands","South East","Background Urban","1984","Spring","08","28","04",53.1825242281993,-1.29999353686129,57.6186569075868,287.839137360013,4.48031590534739,226.006626766438,0.000246572482379248,363.45134215883,-38.1400189678232,0.241020986059075,76.2887928836523,17.737055255277,13.8105337790354,1.44259325454804,36.477852705743,18.6450255282948
"North East","North West & Merseyside","Traffic Urban","1988","Winter","09","30","21",50.77194013308,-0.0878003672020746,-32.8350337345178,288.04859045524,1.76893030003799,276.731500635321,-0.000320293044537849,173.384944017617,10219707.8689059,0.195885665570279,76.3254779612035,17.7455565658824,13.8184443011056,1.44291818739059,36.4881230683934,18.6402349853204
"North East","West Midlands Urban Area","Traffic Urban","1987","Summer","05","04","15",51.0009030122267,0.472285530058878,109.960045905202,287.823717112533,10.5053371489412,320.617128512075,0.000940826717249147,411.29951270613,-1078248.63456387,0.243499845279986,76.352405259676,17.7602756578098,13.7686787735845,1.44218306330519,36.4732930900156,18.6395825822057
"Greater London Authority","Greater London Urban Area","Background Urban","2000","Summer","09","28","07",50.4760480973979,0.641180926761407,-132.497886807636,288.61536097247,6.38384774748452,216.838254259273,-0.0045884497928028,735.984339827151,255269.227532352,0.0895855722001361,76.7391341456307,38.5058634105931,4.20113125531324,0.544659297158858,19.4756522102198,16.7992422216783
"West Midlands","Yorkshire & Humberside","Background Urban","1995","Summer","03","28","20",52.5427166504432,-0.726450034293807,191.438385337182,277.749526538709,8.36184568465561,206.881642392576,0.00023645510841249,970.981600201634,2027249.89506535,0.195121062175505,76.2681980183791,17.7711235240851,43.6491067896049,1.44233632838807,36.490187747488,18.6385345587583
"South East","South West","Traffic Urban","1985","Fall","05","05","08",52.201280340051,-1.4427940525847,162.151680730586,280.807070957126,6.04550225996618,184.184261539817,0.00156818122466662,783.173078082817,313704.071462051,0.153078286621944,76.5373251714059,17.7602189550369,13.8095306070524,1.44160617754669,36.4630626819122,18.6434126958375
"East Midlands","West Midlands","Background Rural","1993","Fall","12","26","21",54.1380767352235,-0.623162471661945,44.3952285856458,276.789258350288,4.6892399642341,334.578410596768,0.000998375607079174,438.711096640989,677479.794759642,0.260877127521087,61.8845435179199,16.937185005372,12.7649401689856,1.86076902859763,33.488136742446,18.640303668395
"Greater London Authority","Liverpool Urban Area","Background Urban","1990","Winter","02","15","01",52.394423869406,-1.49618015848593,24.9717305220965,279.708289113528,2.54445284623077,265.526885830909,0.00258512808522644,47.2717180178906,2013161.97951358,0.182379261174276,76.3296965453379,17.7162366037502,13.7791236444029,1.44362747407949,36.4439232616992,18.6445091384868
"North East","Greater Manchester Urban Area","Traffic Urban","1981","Spring","09","15","09",54.0345177049521,-2.40737608857108,90.607161465367,286.306451750722,5.15743811380771,164.450588810651,-0.000758428290215175,455.621628954723,1281563.61315702,0.189080291744556,76.2918620383074,17.7123487278345,13.8203852036201,1.44163847840539,36.4510694681043,18.6342964579937
"North East","Greater London Urban Area","Background Urban","1988","Spring","12","30","08",54.7296392969403,-0.147693515433778,20.4984656868277,271.531959861946,3.29282034034181,241.124045719955,-0.0091094393159625,371.410104771802,1010417.79171406,0.194690470130228,86.3864999510642,17.7503688540195,13.8056057724639,1.4416612134418,36.4770249408809,18.6393393649854
"Greater London Authority","Bournemouth Urban Area","Traffic Urban","1989","Winter","08","13","04",51.8665565168114,-0.33057152915878,44.931855031439,286.658896305709,2.57665688587898,222.875874603579,0.000206056370663013,82.928335898561,16.9305693875868,0.235961477916293,76.4099522297063,17.7719991443403,13.8509181540647,1.44286568338582,36.479622751559,18.6476317945196
"South East","Preston Urban Area","Background Urban","1985","Winter","11","22","09",52.9000380625641,0.362288935726672,80.7392558656239,274.882101382365,3.53063350653257,269.411251424823,-0.000348148896472343,340.888727852035,330251.850092362,0.186756961511625,76.3739501316096,17.7618047887322,13.826656154878,1.44273050468747,36.5233007194648,18.6428260804469
"West Midlands","Eastern","Background Urban","1998","Fall","06","15","12",51.4505735442485,0.85844130781159,53.4100212052677,290.16643872139,2.44029846456257,337.288616478988,-9.74103828915041e-05,1878.50291548546,8434624.15759513,0.213538349892793,48.298327109109,63.4209326250586,6.87811646632537,0.6289991947768,32.3158694679017,18.6404711688963
"East Midlands","South West","Background Urban","1995","Summer","06","16","23",53.310845581679,0.620245728317451,205.436778761495,286.440960862918,6.38612411040753,293.155598674756,0.000736067483684966,770.104085442443,5873866.38395452,0.160936914845732,76.3111023017065,17.7568725462708,13.807598757617,1.44161230641394,36.4624769585135,18.6413360709237
"West Midlands","Greater London Urban Area","Background Urban","1985","Spring","05","18","00",51.1745477901953,-0.214769240389527,33.1020393499276,284.845388136068,4.33491981857718,160.039213628512,0.00414187357632428,585.371508687567,759312.122107841,0.160064577123086,76.3386275992295,17.7387432754384,13.8033997295138,1.44202485655295,36.4759427605621,18.6383388196242
"East of England","Kingston upon Hull","Background Urban","1987","Fall","09","28","22",51.2371722943539,-1.22500751950189,-12.3476173931223,289.49740988467,1.79004097970161,357.326661301685,-0.000751863411538372,-220.605349417387,6004694.01361029,0.12872118981972,76.3379284952564,17.7873631991428,13.8299344701744,1.44461522251308,36.4470884616061,18.6532594254031
"South West","East Midlands","Traffic Urban","1999","Summer","05","09","00",52.7829301899098,-1.29208474646872,-34.0146372616006,281.584912650521,6.2623357152926,180.314200407048,0.0024328072673904,513.788022332559,8461967.54121363,0.213604872888016,76.6400421489804,17.7269766876424,13.8087879001009,1.44258158502925,36.4661152105069,18.6394660838389
"East of England","Greater London Urban Area","Traffic Urban","1986","Fall","10","20","05",52.5502532887826,-1.68550191356921,13.7057540285661,288.652741195474,21.1995262348027,302.438498804008,0.000815013804553217,1994.61189326218,-64310.4716594904,0.189352864252007,69.0061796641703,17.755632867461,13.80856154372,1.44164128479403,36.4748293439463,18.6350329304387
"West Midlands","Brighton/Worthing/Littlehampton","Traffic Urban","1987","Fall","11","23","01",52.752173877638,-2.13595178037902,-20.691623291649,282.420065200986,7.91046937531115,244.86849491699,-0.00623192094458105,793.876542849135,4421918.7279006,0.194103473205582,76.4189913952631,17.7405004265453,13.8195970227524,1.44026936415915,36.4482464592356,18.6375821880183
"Yorkshire and The Humber","Greater London Urban Area","Traffic Urban","1989","Spring","06","02","04",52.5250133041204,-1.65764514778767,140.989276514717,284.004772971437,1.05325363433986,431.753482783024,-0.000318706985988871,190.460052519606,1.65410579705706,0.199713323496395,76.1624762735761,17.7420639219516,38.5426391405784,3.26797287618962,36.4764595541322,18.6458636548851
"Greater London Authority","Greater London Urban Area","Background Urban","1987","Spring","12","04","09",51.8222433124115,-0.429447276359091,82.2506925881652,270.501171806196,0.998909259813447,72.5394314685943,0.00427006169140801,242.98453984506,-278364.159922554,0.139721586793762,77.6524327289903,17.7404929469984,13.8135550330047,1.44186967905663,36.4752325764686,18.6416601927446
"East of England","Reading/Wokingham Urban Area","Background Urban","1997","Spring","10","31","14",52.2905088598231,-0.709799939365649,52.5659419556307,280.528385787389,2.64815366129624,-57.2001152925184,-0.000182641879692905,1299.36897450689,3808820.60668603,0.180585271188695,62.7613621172558,30.1940090516171,16.6288000186349,1.0594869630843,20.2365549186444,18.6489249103509
"Greater London Authority","North East","Traffic Urban","1981","Fall","09","01","02",54.3476073088384,-2.65539737729847,63.7213424191133,284.972775964516,3.805095481199,59.5502061295029,-0.000547155080170965,433.611413833213,5777920.57044003,0.163151087787297,76.376450095596,17.7623327343995,13.8423046116211,1.441910870008,36.4690251753742,18.6371933812033
"Greater London Authority","Greater London Urban Area","Background Urban","1990","Winter","11","22","16",52.4224968624601,0.285028799524847,-15.0389757262644,278.760412664515,2.17275807644761,349.911404233394,-3.37343592460256e-05,265.206184583822,3037659.38104254,0.167623738917247,72.7299388473485,15.8144179920158,12.0226176296123,1.55065380416192,36.48216559308,18.6445085905201
"East Midlands","North West & Merseyside","Traffic Urban","1998","Summer","07","22","12",50.893983254996,0.399158858605838,259.407228723071,289.105552084293,5.20270984594035,208.446067110417,0.00243700496841191,1120.86722375104,1397115.69602846,0.138173844389601,76.2783569550411,17.7641476025214,13.7885912808287,1.44204153085531,36.4918472263962,18.6404079497843
"Yorkshire and The Humber","Tyneside","Background Rural","1992","Spring","03","13","23",51.4509650158699,0.633964407105823,129.507365438077,278.314495208933,9.08806953488853,268.656098511926,0.000681741712594593,688.313423182139,1480656.55471838,0.171171860916564,58.2158817658596,28.5851915651154,25.9799410491643,1.00436254949906,29.1371348848697,18.6396197100569
"West Midlands","Eastern","Traffic Urban","1986","Winter","12","25","02",51.1486283570766,-2.67734325419436,127.432784928117,279.77180671558,5.22939240710384,251.117484516288,-0.00453992431932499,476.13721207001,2276672.9383537,0.187989682945509,76.6138107493411,17.7594069923373,13.8039495720504,1.44118303192214,36.4848526860162,18.6447716195061
"West Midlands","Greater London Urban Area","Background Urban","1996","Summer","02","16","09",51.3857038230818,-1.68588323834724,75.7223086754992,278.907512568116,7.99141671305008,290.298337710837,-0.00231814826852561,815.918603843895,731346.016902225,0.210069594461126,52.0357344246823,34.2467870618739,33.8048915939566,1.18764081302957,39.082664058019,18.6360894219209
"Greater London Authority","Liverpool Urban Area","Traffic Urban","1985","Fall","03","23","09",50.961448611128,-1.68148666028731,74.7924829982819,278.861297365993,4.43262037635116,274.812890171091,0.0017595956469351,489.286988297421,368557.20890595,0.213390853456912,76.2966930775555,17.7423781480954,13.7936718462171,1.44242832021571,36.4607532892978,18.6406690940348
"North East","Kingston upon Hull","Traffic Urban","1993","Fall","04","25","03",49.3575188644872,-1.73235990627723,118.493868956952,284.718231397892,1.49939664458318,19.2364190704248,0.00332742562253142,139.312302163599,243147.484608585,0.234993892688918,-909.132963822964,21.3468155994019,18.8238694805712,0.942356862533489,35.2573398817096,18.6335846808647
"West Midlands","Eastern","Traffic Urban","1982","Fall","04","25","18",53.2298424437159,-1.87125648999097,97.9710227341918,284.00189270424,4.01780168021486,197.296522357947,-4.90754531301128e-05,1505.34375053252,6549395.58533183,0.0740323698253361,76.5278559878834,17.7475348677286,13.7870151988677,1.44252780729955,36.466869743941,18.6359478982865
"North East","West Midlands Urban Area","Background Urban","1989","Winter","04","27","05",53.2192367738048,-1.86552048512347,127.130729230648,275.790173616468,3.83580754722687,80.2102100032636,0.000357396467529584,219.506569398558,20784.6077422383,0.257228435295923,75.8261426698583,17.7384762206629,13.8078145152446,1.44192560333631,36.4866632557768,18.6403846171544
"East Midlands","Greater Manchester Urban Area","Background Urban","1997","Summer","03","20","03",52.1490117005687,-2.36778025078399,23.9359963908614,280.768586032584,5.07709894011392,303.059325674517,-0.000175788014828452,533.296547098558,956716.321863752,0.0919201591295312,50.5237555428955,21.220881438662,-1.19249572020046,0.638417203366607,21.8026145476605,18.647671152227
"Yorkshire and The Humber","Greater London Urban Area","Background Urban","1984","Winter","06","05","21",51.5928906365035,-1.86896213861628,168.48553530236,290.98944336165,1.90717851312298,218.393954952606,0.00220977712883127,338.562809177851,7704908.61317662,0.14258969123007,76.317282631688,17.7469033674204,13.8183133664291,1.4551581811989,36.4818299601383,18.6391154926181
"North East","North West & Merseyside","Background Suburban","1984","Winter","07","17","00",51.4890176368526,-1.58661963119824,-62.7241483707171,283.202887146489,2.18647547994675,298.658687644933,0.000671472694622925,315.365090426208,6198181.02671931,0.189454244644014,76.3309973456727,26.4033124299016,-6.69208274600572,1.44170879724743,26.0890242479444,18.6399096571123
"Yorkshire and The Humber","Greater London Urban Area","Background Urban","1999","Fall","07","07","01",52.9121374904477,-0.943500246907345,215.191787989129,285.822601132055,2.82561576628124,320.461810446598,0.00061894855322319,136.885496081057,4037519.29985069,0.228292031502299,7.05227604476411,34.9840637899474,3.83666231695316,0.780569650539789,26.6826388405324,18.6286024473874
"North West","Preston Urban Area","Traffic Urban","1998","Winter","09","29","20",52.7097951015345,-0.439472666327046,54.462352045596,285.627635655119,-0.3352711891291,299.265866968216,-0.00188518847076762,218.862020752129,7741630.52622688,0.128200617936631,59.0384500905972,16.3835428806088,9.92728816694182,1.31619806382983,33.1012419900771,18.6416116580707
"North West","Greater London Urban Area","Traffic Urban","1994","Fall","06","16","05",52.9390614062619,-0.0085572903268003,78.8245523678334,286.200814495295,5.09086753594657,296.713581201457,0.000389260715973402,593.899170536449,74749.1708185934,0.210441451268951,89.0847833666893,17.7498276201784,31.7478319097503,2.07567933226438,36.5434464263139,18.6424269603451
"West Midlands","Greater London Urban Area","Traffic Urban","1989","Summer","11","21","15",52.4492137279521,-2.16012258021717,56.484055191259,281.424529008879,4.18906616573182,44.06434255657,-0.00266186348355385,840.873117430772,6079651.4722076,0.194696329961401,85.7956849913886,17.7418028979823,30.4049611605198,3.28606138932218,36.4764586460721,18.6410267529124
"East of England","South West","Traffic Urban","1989","Winter","02","08","17",53.1709841461406,-1.1283561721564,-9.62920731092359,278.01529744681,4.05885915094271,192.081800524009,0.000223886067601379,823.15177033557,1894843.28452251,0.171363374702347,76.3032577723966,17.7659509930346,13.7924761663832,1.44226294368005,36.4778475415229,18.6447319671807
"Greater London Authority","Greater London Urban Area","Background Urban","1993","Fall","09","04","07",52.9502148857947,1.67706205001604,22.0896669853544,282.144282237415,6.9771033937262,368.632932393936,-0.00116574495156999,696.787222887511,149574.133610568,0.146525729908802,49.6269284426634,9.40397957603746,14.0230178345388,0.464714583814482,33.5873925076992,18.6406567488221
"South West","South East","Background Urban","1983","Winter","12","31","20",53.0996803708452,-1.74545352252016,189.116747628976,282.97218249444,13.1634526136617,246.003625053211,0.00247811565447347,1056.40073762149,-826776.978971626,0.244373436273526,76.293380725665,17.731549349498,13.8069368467273,1.44199758581203,36.4986015547789,18.6428039292767
"Yorkshire and The Humber","Greater London Urban Area","Background Urban","1990","Spring","12","06","16",53.0264027234264,-0.274575611314061,236.077238711065,273.11243795151,3.3861709790245,232.900528791267,0.000434694675841241,258.082152551246,702134.473318455,0.176245968385686,84.1215672315811,19.9852235681248,18.33912710198,1.42564279161099,36.4821662564794,18.6423425011022
"Greater London Authority","Greater London Urban Area","Background Urban","1987","Winter","09","26","13",54.396646646687,-2.03475724069008,-27.6291859285349,287.993647611106,8.53894874231565,-78.4320084154564,-0.00299761007109596,1109.47335585419,9513964.62504289,0.126270139049592,77.0953453173085,17.7409429797867,13.8135544919047,1.44186972339213,36.4752325977908,18.6416602431796
"North West","Greater London Urban Area","Background Urban","1991","Spring","07","28","01",51.2036065049501,0.122951328364926,91.3063014149987,287.681131942499,0.259146734656663,173.764428013863,0.000525053184347251,242.382987240024,7643152.8449838,0.190194143411769,57.8355368623903,21.3847980183503,13.2120330324703,2.47525091981945,36.4730491280364,18.6421520954797
"South East","North West & Merseyside","Background Urban","1997","Summer","03","28","07",54.2161751766307,-0.513030223282023,16.0974393426683,279.553481978073,12.8274361957864,302.162942538734,0.000769651297889862,1404.91319799401,3445.01495411409,0.153551711109969,76.4601038111095,17.691672197486,13.8037085679576,1.44256271897579,36.4585721410771,18.6406652508549
"Yorkshire and The Humber","Greater Manchester Urban Area","Background Urban","1986","Spring","10","20","01",52.0507517694796,-2.30373734616251,68.9904610136388,283.846499281176,10.3458137628135,207.86702127054,0.00155520690568993,1064.29692455846,-2430045.51142369,0.224826921891843,76.3535800891744,17.7422474031797,13.7990079221431,1.44142236395997,36.4891922985467,18.6462561941405
"North East","Greater London Urban Area","Industrial Urban","1989","Winter","04","14","22",52.3671598423061,0.0737985279523878,90.7410603940868,285.228649348974,4.53371952438191,137.976266740008,0.00082414520745065,-45.2449135007796,7288300.21817624,0.200779969023794,76.296829326513,17.7763360455531,13.7875632982586,1.45972282681652,36.4717331993771,18.6396720519011
"South West","Greater London Urban Area","Background Urban","1986","Summer","04","21","04",52.5388184375892,0.196806739688885,17.7911534964202,274.818122222353,0.100349449160281,202.959775984118,0.00041112421557539,-315.916705344916,-32.0960800993351,0.151803017850723,76.3379152044185,17.7564846271033,13.8013059236678,1.44159258889987,36.4757779322996,18.6378867841925
"South East","South East","Background Urban","1997","Winter","03","12","23",51.9167669151065,-0.100401069017502,85.5829348821184,277.75746156463,3.42693272478892,246.702386230511,0.00131989686156013,161.761533072861,1774278.33068606,0.150868808722909,76.309663871791,17.7289459369436,13.8289955264953,1.46134389890798,36.4498500049364,18.6406646074043
"East of England","Eastern","Traffic Urban","1983","Fall","09","25","09",49.4421856251639,-4.566847924695,201.888535927428,285.530388160622,4.73343102373186,76.8877170615694,0.000883197729082748,618.23210658818,1743881.13913211,0.189492885012357,76.6640768258575,17.7521511329113,13.8178106924867,1.44249236148346,36.4636781513816,18.6388834862693
"Greater London Authority","Preston Urban Area","Background Urban","1986","Spring","05","04","17",52.0757563707541,-1.00445382908549,-29.6667593620295,288.694727734436,13.9515503785634,163.018686140542,0.00102448902280146,1016.98663644165,1318693.71635649,0.16977614560793,76.3338720936972,17.7404684132702,13.7955836586403,1.43715744984531,36.4914674471227,18.6420668602126
"North West","Reading/Wokingham Urban Area","Background Urban","1994","Summer","12","04","22",52.4921632082365,0.678999235621398,27.8710427526725,273.87375440958,-6.69862729268627,247.030352099624,-0.0115459782532065,-365.948312708408,5741070.16150054,0.251563725922882,76.3375966158126,17.7407775423656,13.808769018239,1.44024608028462,36.4907188773222,18.6436956349756
"East of England","West Yorkshire Urban Area","Background Urban","1989","Fall","02","24","06",50.4012761808185,-1.38999603152494,86.4174665498025,277.928488393199,10.3159609718661,183.633731277276,0.000365744238208719,1282.20370877209,-35063.7237129373,0.167295402110667,76.3273738627519,17.7559620544459,13.8198640246039,1.44185370806428,36.4493823530624,18.6448654004179
"South West","South East","Industrial Urban","1984","Winter","10","06","10",53.0898404060281,-1.98557739898509,92.8376650146989,283.137709125909,9.0043727615668,356.73503744624,-0.000884447186275365,897.965965065714,1692122.20643919,0.292357338284568,67.4194392100866,41.9278469453084,12.7770782514509,1.46454928825871,37.2788360375206,18.7288931699825
"North West","Teesside Urban Area","Background Rural","1981","Winter","11","15","03",51.7415865712196,-1.3691721374014,67.0757044689187,283.018872101529,9.30557953338906,177.480452719118,0.000332536077918365,1029.65128490706,1890506.61798253,0.27841068391747,83.1920545641353,43.8688964928901,16.9278979143656,0.925122566213316,29.7862378493894,18.6408680430507
"Greater London Authority","East Midlands","Background Urban","1996","Fall","03","03","14",54.1449756032271,-4.09579491300944,90.5806608880311,284.089211846509,10.2564618611612,163.415145424753,-0.000120192572370471,1465.01549238272,6191773.87594723,0.190277570197091,76.3349167839279,17.7498948588794,13.8117062827508,1.4410923195954,36.4819996598638,18.6409926051794
"Greater London Authority","North West & Merseyside","Background Suburban","1994","Spring","02","18","01",52.7548122235557,-2.57299040386318,47.5207069450446,269.412197177278,1.2502868832837,104.328376744597,0.000342243369666115,77.4422152224487,1968480.72740895,0.136663522977988,76.3359209497498,23.2839383328634,13.8196497059908,1.44170874548249,36.4635274375776,18.6395098798653
"North West","North West & Merseyside","Industrial Urban","1998","Spring","09","28","12",51.5165169288216,-1.28715724714999,77.3855842257946,283.158875298936,1.60787660429925,410.132467939327,-0.00189105445231908,1625.45549180971,7407773.60505687,0.177547213871606,76.29125936926,17.7667278046143,13.7946886274045,1.44218823113693,36.4917191945441,18.6455519958318
"West Midlands","Eastern","Traffic Urban","1985","Spring","01","02","02",52.6406539976491,-0.158479849257384,55.5962782153941,273.89932238208,4.90095856187532,340.270009602548,-0.000546487574937261,196.117689305098,765454.040316675,0.115133180088675,76.4054947372439,17.7621024879357,13.8186804747135,1.44148967004351,36.4741328260265,18.6390236412788
"Greater London Authority","Greater London Urban Area","Background Urban","1986","Winter","05","17","06",52.7462505751566,-0.920915549744997,138.577529051041,282.911314683689,7.28479206451395,128.091159227606,0.00236390180885889,695.05049318073,-22115.5132238974,0.241487944474014,76.346069649271,17.7567587707522,13.8013064961432,1.44159262280262,36.475779246372,18.6420666739342
"South West","Greater London Urban Area","Traffic Urban","1982","Summer","06","14","17",53.5154047569092,-0.395793448136173,121.234069863521,291.578216206332,2.11797262976811,325.625976297055,-0.000424761414793948,2572.9324086851,7762169.04432265,0.19447066135577,64.5450699536768,17.7467717173143,19.6316588954235,1.31142398085275,36.4895850708084,18.640267435706
"Greater London Authority","Greater London Urban Area","Background Urban","1999","Summer","06","12","22",52.2591648873436,-2.44307118648791,59.7749489530181,285.114811237402,2.67477394448724,215.392643568303,0.00277812190174423,225.00667979548,5376709.33934302,0.114736038700893,45.3184956686284,11.2768564276124,5.07277955896597,0.254432379687931,22.8066213571004,14.9646805470294
"West Midlands","Eastern","Background Urban","1982","Summer","02","12","23",50.053818514665,0.637266397915372,171.990475846166,279.965640077696,7.72592942742941,195.816899065608,0.00120839136259237,572.931715543617,3079493.89957884,0.208104932895465,76.4861891570814,17.7406139359342,13.8024709064959,1.442609097013,36.4704392798158,18.6365256484684
"South East","Sheffield Urban Area","Background Urban","1995","Spring","08","27","04",50.9161055204855,0.276006335667391,75.7349152879496,290.015991034392,1.71234364424695,303.93867089696,3.15031939182427e-05,46.799456303924,-15.7401206092226,0.229623509616564,68.8752749725323,17.7555723268595,15.9560422272947,1.32068890020467,37.5322501650009,18.6400524690864
"Greater London Authority","South West","Background Urban","1998","Winter","07","01","15",51.4360506022806,-0.425301075583762,110.137909154776,289.604697269315,5.08428055489049,79.3816479489545,0.00129167444834735,1407.45811062747,2178411.35653044,0.168716629319701,53.174067031353,48.5972261617498,3.76943618899775,0.371042619584303,20.5101144503788,14.2197210557586
"South East","Greater London Urban Area","Background Rural","1999","Summer","11","20","10",52.9444930416827,-1.39198067071478,80.5798433410406,278.955038913648,5.5375250503079,55.9281413055002,-0.00134971839943444,570.416582421118,1807150.9961746,0.198523311407941,84.1084852597337,22.8789272537451,22.4271197615167,1.27350701334874,35.6293327501271,19.3807963782807
"Greater London Authority","South West","Industrial Urban","1984","Fall","12","28","00",52.1087763024332,-0.126361324983955,9.79407544408432,277.418038691396,2.18368357033972,155.025625168702,-0.00314237602415231,-27.4750452662038,4082356.97849451,0.184694353884768,74.2523734770507,30.36459717532,17.4229901875197,1.19550637438634,31.8835883033626,18.6394422463023
"North West","North East","Background Urban","1985","Spring","08","23","09",51.7214959784965,-1.93901632833733,123.211885490433,286.992696605987,4.2087173685947,248.896094860387,-0.000598435268559762,867.913801182781,1285829.81766932,0.228977271285546,76.2957521935047,17.7393994357967,13.8496098585855,1.44073947034831,36.4700174583392,18.6398152104217
"Yorkshire and The Humber","Eastern","Background Rural","1981","Fall","10","25","18",51.4505763965954,-2.254806327668,-94.4889212218588,286.678539267082,9.31940263635716,317.756431353799,-0.000438857676088425,1141.89424246808,3214425.87548023,0.192248810865025,76.3245332466311,45.7506487809586,13.8079281858722,1.44249186570698,36.4625725888592,18.6424835189952
"South West","East Midlands","Background Suburban","1997","Fall","05","15","17",52.6241568097089,-3.90684954509972,-20.1997440438388,287.630307011515,5.42002879571844,96.6257693008319,0.191773158082557,1196.17786986214,-602806237.781575,0.182971092233247,-78082.8469871214,22.0440057264647,10453.9776734978,1.44233266582744,36.5031190906663,18.5023934184
